#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-23T20:37:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d376ff99188	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/423/2966&tab:{J/MNRAS/423/2966/stars}&key:source=J/MNRAS/423/2966&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/423/2966/stars
#-order=I
#-out=[IHA2007]
#-out=RAJ2000
#-out=DEJ2000
#-out=Per
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=SNR
#-out=RV
#-out=l_vsini
#-out=vsini
#-out=Mm
#-out=logL
#-out=amp
#-out=tc
#-out=logR
#-out=W(Ca)1
#-out=W(Ca)2
#-out=logR'1
#-out=Mass
#-out=I07
#
#
#RESOURCE=yCat_74232966
#Name: J/MNRAS/423/2966
#Title: Low-mass stars spectroscopy in NGC 2516 (Jackson+, 2012)
#Table	J_MNRAS_423_2966_stars:
#Name: J/MNRAS/423/2966/stars
#Title: Velocity data, chromospheric activity indices  and related data for targets in NGC 2516
#Column	[IHA2007]	(A8)	Identification number, N-N-NNNN, <[IHA2007] 2516-N-N-NNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Per	(F6.3)	? Modulation period	[ucd=time.period]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Icmag	(F5.2)	Cousins C magnitude	[ucd=phot.mag;em.opt.I]
#Column	Kmag	(F5.2)	? CIT K magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	SNR	(I2)	Signal-to-noise ratio	[ucd=stat.snr]
#Column	RV	(F6.2)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	l_vsini	(A1)	Limit flag on vsini	[ucd=meta.code.error;phys.veloc.rotat]
#Column	vsini	(F5.1)	Rotational velocity	[ucd=phys.veloc.rotat]
#Column	Mm	(A1)	[*] * for non-members	[ucd=meta.note]
#Column	logL	(F5.2)	Luminosity	[ucd=phys.luminosity]
#Column	amp	(F6.3)	? sine amplitude (light curve amplitude)	[ucd=src.var.amplitude]
#Column	tc	(I3)	Convective turn-over time {tau}_c_	[ucd=em.freq;src.var]
#Column	logR	(F5.2)	? Rossby number	[ucd=stat.param]
#Column	W(Ca)1	(F5.2)	Ca 8498{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	W(Ca)2	(F5.2)	Ca 8542{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	logR'1	(F5.2)	? Activity index from Ca8488	[ucd=stat.param]
#Column	Mass	(F5.2)	Mass	[ucd=phys.mass]
#Column	I07	(I3)	Display the data from Irwin et al., 2007, Cat. J/MNRAS/377/741 [NULL integer written as an empty string]	[ucd=meta.ref.url]
#[IHA2007]	RAJ2000	DEJ2000	Per	Vmag	Icmag	Kmag	SNR	RV	l_vsini	vsini	Mm	logL	amp	tc	logR	W(Ca)1	W(Ca)2	logR'1	Mass	I07
# 	"h:m:s"	"d:m:s"	d	mag	mag	mag	 	km/s	 	km/s	 	[Lsun]	mag	d	[-]	0.1nm	0.1nm	[-]	Msun	
#--------	-----------	------------	------	-----	-----	-----	--	------	-	-----	-	-----	------	---	-----	-----	-----	-----	-----	---
3-6-4112	07 55 55.53	-60 59 07.14	      	17.51	15.39	13.31	27	 13.31	 	 11.7	*	-1.21	      	 51	     	 0.13	 0.21	-5.01	 0.58	  0
3-6-4167	07 55 57.00	-61 00 47.20	 1.546	18.98	16.36	14.08	20	  0.74	 	 13.3	 	-1.56	 0.011	 76	-1.69	 0.44	 0.53	-4.50	 0.44	  1
3-6-4281	07 56 01.35	-60 57 44.12	      	18.97	16.42	15.24	 9	 18.59	<	  8.0	*	-1.59	      	 79	     	-0.06	-0.11	     	 0.43	  0
3-6-441 	07 53 46.67	-60 58 45.44	      	20.21	16.93	13.96	15	 15.60	<	  8.0	*	-1.70	      	 89	     	 0.15	 0.06	-5.03	 0.36	  0
3-6-747 	07 53 56.83	-61 00 39.97	      	20.97	17.98	15.50	 6	  0.88	 	 14.8	 	-2.16	      	151	     	 0.17	 0.15	-4.95	 0.21	  0
3-7-1020	07 54 06.39	-60 48 39.10	 0.458	21.09	18.05	15.44	 6	  2.96	 	 43.3	 	-2.18	 0.033	155	-2.53	 0.28	 0.06	-4.74	 0.20	  1
3-7-1072	07 54 08.10	-60 49 37.33	      	19.24	16.32	13.77	23	  0.16	 	 22.9	 	-1.50	      	 71	     	 0.23	 0.29	-4.82	 0.45	  0
3-7-1106	07 54 09.71	-60 55 22.86	      	21.55	18.23	15.01	 6	  0.01	 	 24.4	 	-2.21	      	161	     	 0.11	 0.29	-5.18	 0.19	  0
3-7-1115	07 54 09.84	-60 53 14.21	      	18.42	15.89	13.57	26	  6.02	<	  8.0	*	-1.38	      	 62	     	 0.00	-0.05	     	 0.51	  0
3-7-1127	07 54 10.28	-60 50 05.31	      	20.79	17.62	14.85	 8	  1.99	 	 21.6	 	-1.99	      	124	     	 0.19	 0.11	-4.92	 0.25	  0
3-7-1245	07 54 14.03	-60 50 12.00	 0.266	19.57	16.84	14.43	16	  3.56	 	 93.5	 	-1.74	 0.009	 93	-2.55	 0.50	 0.52	-4.45	 0.37	  1
3-7-1308	07 54 16.38	-60 53 41.90	 0.872	20.10	17.22	14.66	12	  1.24	 	 26.6	 	-1.87	 0.023	108	-2.09	 0.28	 0.28	-4.72	 0.31	  1
3-7-1402	07 54 18.83	-60 50 56.30	 2.546	18.30	15.92	13.65	26	  0.16	 	  8.9	 	-1.40	 0.013	 63	-1.40	 0.56	 0.58	-4.38	 0.50	  1
3-7-1435	07 54 19.67	-60 48 16.72	      	17.60	15.60	13.58	31	 14.42	<	  8.0	*	-1.30	      	 56	     	 0.15	 0.19	-4.93	 0.55	  0
3-7-1875	07 54 34.28	-60 52 13.08	      	19.08	16.53	14.26	19	 31.08	<	  8.0	*	-1.64	      	 83	     	-0.01	-0.02	     	 0.42	  0
3-7-1913	07 54 35.54	-60 49 55.40	 0.965	18.96	16.39	14.06	20	  1.56	 	 26.1	 	-1.58	 0.007	 77	-1.90	 0.39	 0.48	-4.55	 0.44	  1
3-7-1981	07 54 35.32	-60 53 00.96	      	18.15	15.82	13.75	28	  3.75	<	  8.0	*	-1.37	      	 61	     	 0.02	 0.04	-5.92	 0.52	  0
3-7-1991	07 54 37.79	-60 48 34.80	      	20.25	17.08	14.61	14	 29.25	 	 36.7	*	-1.77	      	 97	     	 0.38	 0.22	-4.62	 0.33	  0
3-7-2024	07 54 39.19	-60 50 58.00	 0.584	20.49	17.56	14.84	 9	  1.61	 	 28.3	 	-2.00	 0.025	125	-2.33	 0.24	 0.24	-4.79	 0.26	  1
3-7-2046	07 54 39.92	-60 50 32.10	 0.397	20.79	17.71	15.15	 8	  0.08	 	 30.8	 	-2.04	 0.025	132	-2.52	 0.26	 0.28	-4.78	 0.24	  1
3-7-2194	07 54 45.15	-60 54 36.00	 0.498	20.03	17.03	14.51	13	  0.44	 	 30.4	 	-1.78	 0.019	 97	-2.29	 0.23	 0.32	-4.82	 0.34	  1
3-7-2200	07 54 44.21	-60 49 47.30	 3.711	17.91	15.62	13.58	30	  0.55	<	  8.0	 	-1.29	 0.008	 56	-1.18	 0.45	 0.49	-4.47	 0.55	  1
3-7-2433	07 54 51.87	-60 49 43.60	 0.605	19.62	16.95	14.56	13	  2.47	 	 32.9	 	-1.79	 0.010	 99	-2.21	 0.31	 0.40	-4.66	 0.35	  1
3-7-2472	07 54 53.66	-60 54 33.90	 0.486	19.23	16.60	14.34	15	  1.52	 	 24.4	 	-1.66	 0.008	 85	-2.24	 0.34	 0.36	-4.61	 0.41	  1
3-7-2519	07 54 54.67	-60 49 51.50	 0.226	17.51	15.33	13.28	32	  6.28	 	 77.3	*	-1.18	 0.007	 49	-2.34	 0.54	 0.71	-4.39	 0.59	  1
3-7-2978	07 55 10.63	-60 50 20.22	      	19.72	16.78	14.31	13	  0.90	 	 50.6	 	-1.69	      	 88	     	 0.33	 0.38	-4.66	 0.38	  0
3-7-3074	07 55 14.51	-60 55 36.40	 0.839	18.47	16.05	13.84	20	  0.98	 	 33.1	 	-1.45	 0.014	 67	-1.90	 0.56	 0.66	-4.38	 0.48	  1
3-7-312 	07 53 42.05	-60 50 22.42	      	19.14	16.65	14.37	18	  2.93	<	  8.0	*	-1.69	      	 88	     	-0.08	-0.11	     	 0.40	  0
3-7-318 	07 53 41.88	-60 49 34.30	      	16.36	14.25	12.22	57	  8.44	<	  8.0	*	-0.76	      	 30	     	 0.04	 0.06	-5.48	 0.73	  0
3-7-3310	07 55 22.58	-60 48 04.05	      	20.59	17.63	15.12	 6	 16.13	 	 10.2	*	-2.02	      	129	     	-0.06	 0.03	     	 0.25	  0
3-7-3356	07 55 25.74	-60 52 33.95	      	19.17	16.55	14.08	12	  0.49	 	 14.0	 	-1.64	      	 83	     	 0.50	 0.42	-4.44	 0.41	  0
3-7-3441	07 55 27.49	-60 48 33.20	 2.432	18.07	15.77	13.64	19	  0.81	<	  8.0	 	-1.35	 0.005	 60	-1.39	 0.59	 0.68	-4.36	 0.52	  1
3-7-3448	07 55 27.68	-60 48 13.80	 3.065	17.52	15.40	13.37	21	  0.03	<	  8.0	 	-1.22	 0.013	 51	-1.22	 0.52	 0.60	-4.40	 0.58	  1
3-7-3699	07 55 37.22	-60 51 40.31	      	19.42	16.69	14.42	 6	 25.20	<	  8.0	*	-1.68	      	 87	     	-0.02	 0.00	     	 0.39	  0
3-7-3731	07 55 38.71	-60 53 52.93	      	19.94	17.11	14.87	 7	  0.07	 	 26.4	 	-1.83	      	104	     	 0.14	 0.03	-5.02	 0.33	  0
3-7-3884	07 55 43.62	-60 51 30.60	 0.241	18.41	15.89	13.68	13	 10.90	 	 69.1	*	-1.38	 0.015	 62	-2.41	 0.69	 0.62	-4.30	 0.51	  1
3-7-4072	07 55 52.16	-60 54 03.60	 0.313	17.90	15.64	13.41	14	 10.46	 	 81.9	 	-1.30	 0.024	 56	-2.26	 0.34	 0.77	-4.60	 0.54	  1
3-7-689 	07 53 55.21	-60 48 50.90	 0.306	20.73	17.60	     	 7	 11.46	 	 68.9	 	-1.98	 0.029	124	-2.61	 0.33	 0.24	-4.68	 0.26	  1
3-7-694 	07 53 55.30	-60 49 42.81	      	21.29	18.27	15.59	 5	  4.07	 	 23.0	 	-2.27	      	172	     	 0.27	 0.20	-4.76	 0.18	  0
3-7-765 	07 53 57.19	-60 52 52.51	      	19.59	16.93	14.68	14	  5.69	<	  8.0	*	-1.79	      	 98	     	 0.04	-0.04	-5.54	 0.36	  0
3-7-801 	07 53 59.11	-60 49 42.20	      	20.90	17.88	15.53	 8	  3.51	 	 17.5	 	-2.12	      	144	     	 0.09	 0.13	-5.22	 0.22	  0
3-7-869 	07 54 01.20	-60 49 28.64	      	19.83	17.14	14.70	12	  5.93	 	 18.6	*	-1.87	      	108	     	 0.02	-0.06	-5.89	 0.32	  0
3-7-912 	07 54 02.08	-60 55 24.48	      	16.94	14.96	12.86	43	 33.67	<	  8.0	*	-1.04	      	 42	     	 0.05	 0.07	-5.42	 0.64	  0
3-7-974 	07 54 04.87	-60 55 10.80	10.115	16.62	14.99	13.27	42	  8.44	<	  8.0	*	-1.10	 0.005	 45	-0.65	 0.04	 0.10	-5.54	 0.63	  1
3-8-1170	07 54 06.92	-60 45 20.10	 1.741	19.86	16.98	14.54	13	  1.16	 	 12.0	 	-1.78	 0.017	 97	-1.75	 0.25	 0.32	-4.77	 0.35	  1
3-8-1214	07 54 17.22	-60 46 27.60	 0.420	18.58	15.97	13.60	26	  5.82	 	 53.6	*	-1.41	 0.014	 64	-2.18	 0.46	 0.49	-4.48	 0.50	  1
3-8-1666	07 54 32.53	-60 44 34.46	      	21.27	17.81	14.82	 7	 17.36	 	 21.0	*	-2.03	      	130	     	 0.23	 0.19	-4.87	 0.23	  0
3-8-2195	07 54 52.89	-60 45 11.15	      	19.50	16.83	14.55	12	 11.53	<	  8.0	*	-1.75	      	 94	     	-0.04	-0.03	     	 0.37	  0
3-8-2312	07 54 56.23	-60 40 30.66	      	19.52	16.62	14.17	13	 24.59	<	  8.0	*	-1.63	      	 82	     	 0.06	 0.01	-5.39	 0.40	  0
3-8-2333	07 54 57.55	-60 42 38.20	 1.320	20.23	17.32	14.90	 8	  2.08	 	 14.3	 	-1.91	 0.021	113	-1.93	 0.44	 0.40	-4.53	 0.29	  1
3-8-2456	07 55 02.07	-60 42 29.60	 0.709	19.01	16.37	14.18	16	  0.22	 	 27.8	 	-1.56	 0.017	 76	-2.03	 0.32	 0.40	-4.64	 0.44	  1
3-8-2611	07 55 07.76	-60 39 33.65	      	18.62	15.96	13.66	19	 23.18	<	  8.0	*	-1.40	      	 63	     	 0.01	 0.02	-6.30	 0.50	  0
3-8-2683	07 55 11.83	-60 46 02.67	      	18.86	16.39	14.36	17	 72.67	<	  8.0	*	-1.58	      	 78	     	 0.01	-0.05	-6.13	 0.44	  0
3-8-2749	07 55 13.37	-60 41 12.94	      	18.01	15.48	13.31	29	  0.43	 	 16.6	 	-1.22	      	 51	     	 0.47	 0.53	-4.46	 0.57	  0
3-8-3061	07 55 23.46	-60 41 51.30	 0.714	18.44	16.02	13.83	15	  0.86	 	 36.4	 	-1.44	 0.009	 66	-1.97	 0.51	 0.58	-4.42	 0.49	  1
3-8-3148	07 55 26.00	-60 44 31.01	      	18.67	16.18	13.95	15	 19.98	<	  8.0	*	-1.50	      	 71	     	 0.41	 0.31	-4.52	 0.47	  0
3-8-3165	07 55 27.66	-60 43 02.74	      	18.93	16.37	14.10	12	  1.64	 	 16.1	 	-1.57	      	 77	     	 0.30	 0.41	-4.66	 0.44	  0
3-8-3326	07 55 34.67	-60 46 32.78	      	19.35	16.67	14.46	11	  1.05	 	  9.4	 	-1.68	      	 87	     	 0.36	 0.26	-4.59	 0.40	  0
3-8-3336	07 55 33.71	-60 40 51.00	 1.446	19.81	17.03	14.65	 9	  1.22	 	 17.9	 	-1.81	 0.017	101	-1.84	 0.17	 0.27	-4.94	 0.34	  1
3-8-3343	07 55 34.95	-60 45 35.74	      	20.08	17.21	14.68	 9	 37.36	<	  8.0	*	-1.87	      	108	     	 0.14	-0.06	-5.01	 0.31	  0
3-8-3360	07 55 34.64	-60 42 14.57	      	19.24	16.54	14.22	11	  0.64	 	 16.0	 	-1.63	      	 82	     	 0.26	 0.36	-4.73	 0.41	  0
3-8-3619	07 55 44.89	-60 44 13.00	 0.709	18.10	15.76	13.62	19	  0.07	 	 32.3	 	-1.34	 0.026	 59	-1.92	 0.47	 0.51	-4.46	 0.53	  1
3-8-3738	07 55 49.64	-60 43 08.80	 0.403	20.05	16.96	14.35	 8	  8.34	 	 56.6	 	-1.74	 0.017	 93	-2.36	 0.03	 0.37	-5.70	 0.35	  1
3-8-43  	07 53 32.71	-60 44 35.94	      	20.81	17.77	15.32	 7	  0.37	 	 44.5	 	-2.07	      	136	     	 0.46	 0.44	-4.52	 0.23	  0
3-8-798 	07 54 01.03	-60 44 04.21	      	20.51	17.67	15.49	 8	  2.61	<	  8.0	 	-2.05	      	134	     	 0.00	-0.04	-7.16	 0.25	  0
3-8-809 	07 54 01.66	-60 45 29.20	 1.180	18.86	16.17	13.81	22	  0.65	 	 24.9	 	-1.48	 0.010	 69	-1.77	 0.29	 0.36	-4.68	 0.47	  1
3-8-860 	07 54 03.69	-60 46 34.20	 0.560	18.51	16.05	13.82	24	  0.36	 	 22.9	 	-1.45	 0.009	 67	-2.08	 0.46	 0.58	-4.47	 0.48	  1
3-8-972 	07 54 07.80	-60 46 30.01	      	16.37	14.43	13.29	56	 34.67	<	  8.0	*	-0.84	      	 33	     	-0.05	-0.04	     	 0.71	  0

